,Unnamed: 0,label,text,label_num
1291,2867,ham,"Subject: natural gas nomination for 04 / 01
enron methanol nominates the following natural gas requirements for the methanol plant for april 2001 :
30 , 000 mmbtu per day
egpfc nominates the following natural gas requirements for the mtbe plant at morgan ' s point for april 2001 :
8 , 500 mmbtu per day",0
4158,888,ham,"Subject: mary poorman interview schedule
please be advised that the interview for mary poorman , to be held today will
be in room 3671 . the schedule is as follows :
pat clynes 2 : 30
lauri allen 3 : 00
gary hanks 3 : 30
daren farmer 4 : 00",0
4495,37,ham,"Subject: 01 / 00 natural gas nomination
enron methanol company nominates the following requirements for the methanol
plant for january 2000 :
35 , 000 mmbtu per day
egpfc nominates the following requirements for the mtbe plant at morgan ' s
point for january 2000 :
2 , 000 mmbtu per day from 01 / 01 / 00 through 01 / 04 / 00
5 , 000 mmbtu per day from 01 / 05 / 00 through 01 / 08 / 00
8 , 500 mmbtu per day from 01 / 09 / 00 through 01 / 31 / 00",0
1984,491,ham,"Subject: vacation scheduled
i will be on vacation friday , march 24 th , 27 th , 28 th and maybe 29 th . in my
absence please call jackie young @ 3 - 9497 .
susan { @ 3 - 5796 } will back up jackie during my absence for industrial
activity .",0
2764,3056,ham,"Subject: bammel egg hunt
bammelyoungfamilies
- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -
build a marketing database and send targeted html and text e - mail
newsletters
to your customers with list builder .
http : / / www . listbuilder . com
to unsubscribe , write to - unsubscribe @ listbot . com",0
3100,903,ham,"Subject: wc 533 revision and notice of force majeure ( stingray p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 06 / 2000
09 : 25 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 06 / 2000 09 : 22 : 57 am
to : ,
cc :
subject : wc 533 revision and notice of force majeure ( stingray p / l )
please see the attached revision to be effective 6 / 6 / 00 for wc 533 . this is
an intraday nomination change .
ami - i have attached the notice of force majeure for your records .
thanks ,
steve
- wc 532 - 533 reveffo 60600 . xls
- wc 533 forcemajeureo 60400 . doc",0
887,357,ham,"Subject: follow up 1 / 2 day off - site
please hold thursday , march 9 th 11 : 30 - 5 : 00 pm as tentative for the follow
up meeting to our off - site . as soon as i have more concrete information i
will let you know .
note :
if i manage your calendar , it has been updated .
thank you !
yvette
x 3 . 5953",0
4239,2400,ham,"Subject: your amazon . com order ( # 104 - 9670681 - 0325567 )
hello from amazon . com .
we ' re writing to confirm that we have processed your refund for
$ 18 . 00 for the above - referenced order .
this amount should appear as a credit on your next credit card statement .
for more information about this refund , please visit your account
( http : / / www . amazon . com / your - account ) to view the above - referenced order .
completed returns and refunds will appear at the bottom of the order
summary page .
we hope that this is a satisfactory resolution for you .
if you have any questions , please contact us via e - mail , fax , or
phone :
e - mail : orders @ amazon . com
fax : 1 - 206 - 266 - 2950
phone : 1 - 800 - 201 - 7575 for us customers
1 - 206 - 266 - 2992 for international customers
thank you for shopping at amazon . com .
amazon . com
earth ' s biggest selection
info @ amazon . com http : / / www . amazon . com /
",0
2170,2446,ham,"Subject: revised : eastrans nomination effective 1 / 25 / 01
disregard the nomination information below . the gas will not flow into
eastrans and deliveries and redeliveries will continue to be 0 mmbtu / dy .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
01 / 24 / 2001 08 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
01 / 24 / 2001 08 : 45 am
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec ,
donna c . spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec ,
briley @ enron . com , dfarmer @ enron . com , carlos . j . rodriguez @ enron . com ,
connie wester / easttexas / pefs / pec @ pec , ronald c .
douglas / gcs / cec / pec @ pec , daniel c rider / houston / pefs / pec @ pec , john c
lehman / field / pefs / pec @ pec , donna j dobb / houston / pefs / pec @ pec , sharon
beemer / houston / pefs / pec @ pec
cc :
subject : eastrans nomination effective 1 / 25 / 01
clarification to below : effective 1 / 25 / 01 ! !
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
01 / 24 / 2001 08 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
01 / 24 / 2001 08 : 32 am
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec ,
donna c . spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec ,
briley @ enron . com , dfarmer @ enron . com , carlos . j . rodriguez @ enron . com ,
connie wester / easttexas / pefs / pec @ pec , ronald c .
douglas / gcs / cec / pec @ pec , daniel c rider / houston / pefs / pec @ pec , john c
lehman / field / pefs / pec @ pec , donna j dobb / houston / pefs / pec @ pec , sharon
beemer / houston / pefs / pec @ pec
cc :
subject : eastrans nomination effective 1 / 25 / 01
please increase deliveries into eastrans to 25 , 000 mmbtu / dy effective
9 / 25 / 01 and continue until further notified .
the redeliveries will be :
7300 mmbtu from fuels cotton valley
17 , 700 mmbtu to pg & e",0
1679,2154,ham,"Subject: the actuals for december 1 - 3 , 2000
we will not have the numbers in until late this afternoon . david is out of
the
office today and charlie was just called into an emergency meeting . sorry for
any inconvenience .",0
1046,638,ham,"Subject: nomination - tuesday , 4 / 11
this is to nominate 27 , 800 mmbtu / d for 4 / 11 into eastrans .
20 , 000 mmbtu / d will be redelivered into pg & e , the rest into
hpl from fuels cotton valley .
we plan to begin receiving the gas at 3 : 00 pm or so and take
more volume to average the nominated quantity for the day .
as i indicated on the phone , it will also be necessary to
deliver more into pg & e after flow starts to average
nominated quantity .
thanks .",0
4934,3655,ham,"Subject: fw : customers
- - - - - original message - - - - -
from : buss , jd
sent : friday , january 04 , 2002 10 : 25 am
to : weldon , v . charles
subject : customers",0
793,2646,ham,"Subject: hpl nom for march 1 , 2001
( see attached file : hplno 301 . xls )
- hplno 301 . xls",0
1414,1558,ham,"Subject: intraday eastrans nomination change for 9 / 6 / 00
deliveries continue to be 30 , 000",0
4872,2267,ham,"Subject: hpl nom for december 21 , 2000
( see attached file : hplnl 221 . xls )
- hplnl 221 . xls",0
1056,1750,ham,"Subject: re : meter 9707
vance ,
did you find out anything about the purchase from united oil & minerals at
meter 9707 ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 10 / 03 / 2000 11 : 34
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 10 / 03 / 2000 11 : 26 am
to : daren j farmer / hou / ect @ ect
cc : robert cotten / hou / ect @ ect
subject : re : meter 9707
fyi - there is flow for 10 / 2 as well .
al
daren j farmer
10 / 02 / 2000 02 : 23 pm
to : aimee lannou / hou / ect @ ect
cc : robert cotten / hou / ect @ ect
subject : re : meter 9707
i rolled this deal for day one in october only .
bob - please check with vance on this deal . has it terminated or should it
roll for october . i don ' t think that vance nom ' d anything .
d
aimee lannou 10 / 02 / 2000 10 : 49 am
to : daren j farmer / hou / ect @ ect , robert cotten / hou / ect @ ect
cc :
subject : meter 9707
daren - meter 9707 has flow for oct . 1 ( 1 . 459 mmbtu ) . deal # 125786 was used
for sept . 2000 . could you please extend the deal or have a new one
created ? thanks .
al",0
196,2343,ham,"Subject: martin luther king day
tom has informed me that we will not be working on monday , january 15 th for
martin luther king day . it is both an enron holiday and a nymex holiday , so
have a nice , 3 - day weekend !
laura",0
4008,1863,ham,"Subject: enron / hpl actuals for 10 / 18 / 00
october 18 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily",0
4296,3007,ham,"Subject: wellhead volumes
daren ,
please click on the supply analysis tab of the attached spreadsheet to view the wellhead volumes through 4 / 4 / 01 .
bob",0
3047,1101,ham,"Subject: re : hydrocarbon lease mgmt .
daren ,
the volume is 1 , 000 / d . do you want me to put it in ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 28 / 2000 09 : 30
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : o ' neal d winfree on 06 / 28 / 2000 07 : 47 am
to : robert cotten / hou / ect @ ect
cc :
subject : re : hydrocarbon lease mgmt .
the july forward deal ticket is # 310830 for meter 9836 . . .
enron north america corp .
from : robert cotten 06 / 27 / 2000 05 : 34 pm
to : o ' neal d winfree / hou / ect @ ect
cc :
subject : hydrocarbon lease mgmt .
o ' neal ,
will there be a new deal ticket or will # 281540 be rolled for july ? please
advise . thanks .
bob",0
4547,1834,ham,"Subject: cleburne / tenaska iv outage
- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 10 / 17 / 2000 11 : 11
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mike mazowita
10 / 17 / 2000 11 : 07 am
to : mark mccoy / corp / enron @ enron
cc : ken . riesz @ naes . com
subject : cleburne / tenaska iv outage
mark ,
i understand that you need a note for your files regarding the tenaska plant .
on saturday , october 14 , 2000 at 5 : 14 am , the plant had a catastrophic
failure of the gas turbine . the entire plant is essentially shutdown until
these repairs can be made . this outage will last a minimum of 10 days . ken
riesz will keep you informed of our progress .
i hope this is what you need . let me know .
michael mazowita",0
1264,3322,ham,"Subject: flood pictures from the tunnels under pennzoil place in downtown
houston
bammelyoungfamilies
- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -
get a low apr nextcard visa in 30 seconds !
1 . fill in the brief application
2 . receive approval decision within 30 seconds
3 . get rates as low as 2 . 99 % intro or 9 . 99 % ongoing apr and no
annual fee !
apply now !
http : / / www . bcentral . com / listbot / nextcard
to unsubscribe , write to - unsubscribe @ listbot . com",0
5139,3566,ham,"Subject: re : tglo status
cost centers 11814 and 27117 are rolling to texas gas trading .
- - - - - original message - - - - -
from : coffey jr . , jim
sent : tuesday , october 30 , 2001 10 : 05 am
to : parker , megan ; boyt , eric ; farmer , daren j .
cc : bryan , gary ; pond , jim ; helton , susan ; east , laynie ; roberts , linda
subject : re : tglo status
megan
as i mentioned to you yesterday , it still looks like the volumes for gas delivered to tx glo do not have linda robert ' s origination fee deducted . do we need to execute a pma with txglo to deduct those volumes from the next delievery ?
also isn ' t there an entry that is missing in your file to capture the $ cost of gas for the gas delivered to txglo ? is that being captured in unify or is it being manually entered by gas accounting ?
darren
do we need to execute a seperate deal ticket for the origination deduct ?
susan / laynie
what busines unit are these cost centers rolling up to ( 11814 coffey jr . , jim
subject : tglo status
eric :
i reviewed the gas deals on franks ' spreadsheet and they agree with what is in sitara . as soon as i have the october gas numbers , i will forward them to you .
attached is a spreadsheet of the tglo deals booked to the gl to help you with our current settlement position . it is divided by debit / credit entries . when the sales are booked , a debit hits the customer account to create the open sale to apply the cash to and a credit hits the revenue account ( 40004000 third party ; 40005000 intercompany ) for the profit center .
below is a summary of where we are on the sale dollars to egm . i have already sent an email to risk to update the demand fees for the prior months and to book aug and sept crude . i will wait for the go ahead from frank before i final them to the gl . let me know if you have any questions .
megan
status of sales to egm
cleared invoices $ 3 , 905 , 963 . 20
open invoices $ 1 , 177 , 587 . 60
to be booked $ 3 , 093 , 424 . 22
$ 8 , 176 , 975 . 55
>",0
1922,1659,ham,"Subject: re : duke energy
duke will be paid 9 / 22 for may 2000 through july 2000 . we should have the
august 2000 invoice by the end of next week . megan parker is handling this
deal going forward and has contacted duke to request an invoice for august .
megan was not receiving invoices , and since it is our policy to withhold
payment unless we are invoiced , payment was not made on this until now .
daren j farmer
09 / 18 / 2000 03 : 02 pm
to : kristen j hanson / hou / ect @ ect
cc :
subject : duke energy
kris ,
please forward this to the appropriate person .
we are buying gas from duke at the trevino plant on gulf energy ( tejas )
pipeline . this is a purchase that we obtained with the ces deal . duke
( laura bates ) has called , saying that they have not received payment in 4 or
5 months . the deal in sitara is # 145125 . please look into this and let me
know where we stand .
thanks .
d",0
3034,2391,ham,"Subject: new computer
hey ! just checking out the new machine . i sent cole ' s birthday present
today . hope he gets it on time . let me know if you get this message please .",0
462,3256,ham,"Subject: marshall ( hpl meter 6296 ) volume increase effective may 19 , 2001
daren ,
is it already to change this nomination ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 05 / 21 / 2001 07 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
suzanne _ saldivar @ eogresources . com on 05 / 18 / 2001 10 : 14 : 51 am
to : michael . w . morris @ enron . com , rcotten @ enron . com
cc :
subject : marshall ( hpl meter 6296 ) volume increase effective may 19 , 2001
can you increase the sales / nominations at the referenced meter by 500
mmbtu / d effective may 21 ? have learned that el paso ( pg this increases the volume eog resources
has available for sale . please contact me with any questions or concerns .
thanks !
suzanne saldivar
sr . marketing administrator
713 - 651 - 6858",0
4989,2891,ham,"Subject: aep - hpl transition issues
attached is a updated memo about transition issues .
this is not a all inclusive memo but a starting point .
please sent comments to me and i will update and redistribute .
thanks
bob",0
1569,1081,ham,"Subject: enron actuals for june 26 , 2000
teco tap 20 . 000 / enron ; 5 . 833 / hpl iferc ; 94 . 167 / hpl gas daily
ls hpl lsk ic 30 . 000 / enron",0
4466,1366,ham,"Subject: calpine daily gas nomination
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",0
3502,1655,ham,"Subject: revised
",0
3547,3179,ham,"Subject: re : spinnaker exploration company , l . l . c . n . padre is . block 883 l
offshore kleberg county , texas contract 96047295 , meter 098 - 9862 ( 098 - 9848
platform )
thanks , bob . it now turns out that due to operational issues , the additional 10 , 000 / d may not come on next week . spinnaker is having problems dealing with all the condensate associated with this gas and may not have the proper equipment in place to allow the additional gas to flow and also handle the additional condensate associated with that gas . i ' ll keep you posted .
george 713 . 571 . 3159
enron north america corp . from : robert cotten 05 / 02 / 2001 04 : 23 pm
to : george weissman / hou / ect @ ect
cc : daren j farmer / hou / ect , brian m riley / hou / ect @ ect , melissa graves / hou / ect , mike morris / corp / enron @ enron , gerald lofton / hou / ect @ ect
subject : re : spinnaker exploration company , l . l . c .
n . padre is . block 883 l
offshore kleberg county , texas
contract 96047295 , meter 098 - 9862 ( 098 - 9848 platform )
george ,
the texas general land office transport volume is in pops for may nominated at 4 , 800 / d . deal # 535132 was initially set up as a wellhead purchase from texas general land office . the transport volume of 4 , 800 / d comprises approximately 22 % of the total volume nominated at the meter .
bob
enron north america corp . from : george weissman 05 / 02 / 2001 02 : 38 pm
to : robert cotten / hou / ect @ ect
cc : daren j farmer / hou / ect , brian m riley / hou / ect @ ect , melissa graves / hou / ect , mike morris / corp / enron @ enron , gerald lofton / hou / ect @ ect
subject : spinnaker exploration company , l . l . c .
n . padre is . block 883 l
offshore kleberg county , texas
contract 96047295 , meter 098 - 9862 ( 098 - 9848 platform )
bob , we currently have a total of 16 . 817 mmbtu / d nominated for purchases at meter 098 - 9862 as follows :
spinnaker exploration company , l . l . c sit 379424 5 , 886 / d 27 %
ranger oil company sit 533410 5 , 886 / d 27 %
the houston exploration company sit 535119 5 , 045 / d 23 %
it appears that the texas general land office transport volume is not properly included in sitara for may - see deal 535132 , which shows 0 as the expectted volume . texas glo has historically transported about 23 % of the gas at the n . padre is . block 883 l .
once it starts flowing , the incremental 10 , 000 mmbtu / d should be allocated to the deals mentioned above based on the proportions shown above .
george 713 . 571 . 9159
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 05 / 02 / 2001 01 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : vance l taylor / enron @ enronxgate on 05 / 02 / 2001 01 : 51 pm
to : george weissman / hou / ect @ ect
cc :
subject : fw : npi 883 additional volume next week
fyi ,
thanks ,
vlt
- - - - - original message - - - - -
from : sweeney , christy
sent : wednesday , may 02 , 2001 10 : 56 am
to : vance l taylor / hou / ect @ enron
subject : npi 883 additional volume next week
- - - - - - - - - - - - - - - - - - - - - - forwarded by christy sweeney / hou / ect on 05 / 02 / 2001 10 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
billyoung 3 @ aol . com on 05 / 02 / 2001 10 : 16 : 43 am
to : christine . marcus @ glo . state . tx . us , tjones @ spinexp . com
cc : llipperdt @ houstonexp . com , patb @ cnrl . com , christy . sweeney @ enron . com
subject : npi 883 additional volume next week
christine -
spinnaker expects to gradually increase the flow rate at npi 883 by 10
mmcfd mmcfd commencing next week .
",0
204,398,ham,"Subject: 98 - 0432
can you please extend sitara deal # 156657 for 3 / 1 / 00 , if the deal will
allow ? it was transported on the 215 k , which was the only one out there for
2 / 00 .
it spilled over into march on day 1 for . 423 dec .
thanks
- jackie -
3 - 9497",0
2040,808,ham,"Subject: # 6487 rangel / dewpoint
please see the attached memo . meter 98 - 6487 was shut - in at approximately
10 : 30 am on tuesday , may 23 , 2000 . the meter was flowing approximately 7 . 50
mmcf and will remain shut - in until the pumper completes repairs on their dehy
system .
if you have any questions please call me at 36449 .
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 05 / 24 / 2000 11 : 21
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : kathy hilliard 05 / 23 / 2000 04 : 24 pm
to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect , james
mckay / hou / ect @ ect
cc :
subject : # 6487 rangel / dewpoint
rick ornelas called and said meter # 6487 rangel was shut in as they were
flowing free liquids . the station will stay shut in until the dehy repairs
are complete . the volume loss was 7500 .",0
1050,2921,ham,"Subject: tenaska 2 / 01
i am trying to forward this money to tenaska tomorrow , so if you could change this before 8 : 00 am tomorrow , i ' d appreciate it .
megan
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 03 / 29 / 2001 04 : 39 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 03 / 29 / 2001 07 : 47 am
to : daren j farmer / hou / ect @ ect
cc :
subject : tenaska 2 / 01
we need to forward the money from the feb 2001 brazos sale to tenaska iv . i am assuming you want to handle this as before by entering a purchase demand fee on deal 529856 in the amount of $ 1 , 143 , 484 . 53 . there is already a demand fee for feb 2001 for $ 29 , 851 . 64 , so i think we just need to change that to the new amount . let me know if you want to handle this differently .
megan",0
2622,913,ham,"Subject: confirming requisitions
confirming the open requistions for your group . if your records indicate
otherwise , please let me know .
lisa csikos 104355 , 104001
rita wynne 104354
daren farmer 104210
mike eiben 104323
pat clynes 104285
mary smith 104301
steve venturatos 59127 , 104353
the posting dates have all been updated to reflect a current posting date .
thanks for your support ! !
toni",0
1994,510,ham,"Subject: look at this - - it ' s important ! ! ! ! !
ok ,
hopefully this got your attention . i just wanted to confirm my vacation days
with you . i have april 13 , 14 and 17 , may 5 and august 10 . please let me
know if these are the same as on your calendar . thanks .",0
3750,350,ham,"Subject: monthly manangement lunch
please clear your calendars for lunch on wednesday , march 8 th from 11 : 30 -
1 : 00 . this will be a lunch for the management team only ( meaning no brenda ) .
i will take suggestions until monday and then i will be making reservations .
if you have any questions , please call !
thank you !
yvette
x 3 . 5953",0
1977,1897,ham,"Subject: re : meter 984229 - roos common point - trade zone 18
vance ,
the issue is that the 4229 meter has been terminated in the system , per
cheryl jones , effective 2 / 00 . therefore , any purchases at that point , for
02 / 00 forward , are ua 4 and are probably having a negative impact on your
accrual . i think perhaps this deal should be backed up to a wellhead level ?
there have not been any measured volumes at 4229 since its termination , so , i
don ' t know where exactly the term calpine deal is , physically . your
assistance in clearing this up is greatly appreciated .
mary",0
3397,1669,ham,"Subject: natural gas nomination for 10 / 00
enron methanol nominates the following natural gas requirements for the
methanol plant for october 2000 :
38 , 000 mmbtu per day
egpfc nominates the following natural gas requirements for the mtbe plant at
morgan ' s point for october 2000 :
10 , 000 mmbtu per day",0
4412,951,ham,"Subject: game / uniforms
what ' s up team ? our game this week is as 6 : 00 . let me know who is going to be
there . i would assume everyone will just leave and come back to run you
books . the jersey ' s will be done and i will have them for you . they cost
$ 25 . 00 , so try and bring the cash wed . our shirts are black with red numbers ,
everyone please try and wear black shorts so if we play like shit we ' ll at
least look good .
bryan",0
2345,1156,ham,"Subject: hpl nom for july 11 , 2000 revision # 1
( see attached file : hplo 711 . xls )
- hplo 711 . xls",0
